,entity,description,category,node_occurence_flag
2820,Deployments,a way to update applications declaratively,application,Multi
2821,kubectl,command-line tool for interacting with Kubernetes,software,Multi
2823,kubectl set image,command for updating the image of a deployment,software,Multi
2824,ReplicaSets,a resource that represents a set of identical Pods,application,Multi
2829,Pods,the basic execution unit in Kubernetes,application,Multi
2833,Deployments,A Kubernetes resource that manages the deployment of applications,software,Multi
2834,extensions/v1beta1,A version of Deployments,software,Multi
2837,maxSurge,A property that controls the number of pods allowed to exist above the desired replica count,software,Multi
2838,maxUnavailable,A property that controls the number of pods that can be unavailable during an update,software,Multi
2839,rollingUpdate,A strategy for updating Deployments,software,Multi
2840,spec,A property of a Deployment that specifies its configuration,software,Multi
2841,strategy,A property of a Deployment that specifies its update strategy,software,Multi
2842,type,A property of a Deployment that specifies its type,software,Multi
2843,RollingUpdate,A type of update strategy for Deployments,software,Multi
2844,kubectl,A command-line tool for interacting with Kubernetes,software,Multi
2845,rollout status,A command used to track the progress of a rollout,software,Multi
2846,Deployments,a way to update applications declaratively,application,Multi
2847,maxUnavailable,property that sets the maximum number of unavailable pods,process,Multi
2848,pods,units of deployment in Kubernetes,container,Multi
2849,replicas,number of identical copies of a pod,application,Multi
2850,maxSurge,property that sets the maximum number of additional pods,process,Multi
2853,Kubernetes,container orchestration system,application,Multi
2854,v1,version of Deployments,software,Multi
2856,Deployment,A Kubernetes resource that manages a set of replicas (pods) and provides declarative updates to an application.,application,Multi
2857,kubectl,The command-line tool for interacting with Kubernetes clusters.,command,Multi
2858,rollout,The process of updating a Deployment to a new version.,process,Multi
2859,pause,A feature that allows pausing a Deployment and preventing updates from kicking off the rollout process.,feature,Multi
2861,minReadySeconds,A property of a Deployment that specifies how long a newly created pod should be ready before it is treated as available.,property,Multi
2862,readiness probes,Mechanisms used to determine whether a container is ready and can receive traffic.,mechanism,Multi
2863,maxUnavailable,A property of a Deployment that specifies the maximum number of unavailable replicas allowed during a rollout.,property,Multi
2864,pod,"The basic execution unit in Kubernetes, representing a container running an application.",container,Multi
2865,replica,A copy of a pod that is managed by a Deployment.,application,Multi
2866,Deployments,A way to update apps declaratively in Kubernetes,software,Multi
2867,minReadySeconds,A setting that prevents a buggy version from being rolled out fully,hardware,Multi
2868,readiness probe,A way to define a readiness check for a pod in Kubernetes,software,Multi
2870,YAML,A file format used to define the deployment with a readiness probe,software,Multi
2871,apiVersion,A field in the YAML file that specifies the API version,field,Multi
2872,kind,A field in the YAML file that specifies the kind of resource,field,Multi
2873,metadata,A field in the YAML file that contains metadata about the deployment,field,Multi
2874,spec,A field in the YAML file that specifies the specification of the deployment,field,Multi
2875,replicas,A field in the YAML file that specifies the number of replicas,field,Multi
2876,minReadySeconds,A field in the YAML file that specifies the minimum ready seconds,field,Multi
2877,strategy,A field in the YAML file that specifies the strategy for rolling updates,field,Multi
2878,rollingUpdate,A sub-field of the strategy field that specifies a rolling update strategy,field,Multi
2879,maxSurge,A field in the YAML file that specifies the maximum surge value,field,Multi
2880,maxUnavailable,A field in the YAML file that specifies the maximum unavailable value,field,Multi
2881,type,A field in the YAML file that specifies the type of strategy,field,Multi
2882,template,A field in the YAML file that specifies a template for the deployment,field,Multi
2883,metadata,A sub-field of the template field that contains metadata about the pod,field,Multi
2884,name,A field in the YAML file that specifies the name of the pod,field,Multi
2885,labels,A field in the YAML file that specifies labels for the pod,field,Multi
2886,app,A key-value pair in the labels field that specifies an application label,key-value pair,Multi
2887,spec,A sub-field of the template field that specifies the specification of the pod,field,Multi
2888,containers,A field in the YAML file that specifies a list of containers for the pod,field,Multi
2889,image,A field in the YAML file that specifies the image for the container,field,Multi
2890,luksa/kubia:v3,The name of the image for the container,image,Multi
2891,nodejs,A JavaScript runtime environment,software,Multi
2893,kubectl apply,A command to update a deployment with a YAML file,command,Multi
2895,deployment,A Kubernetes resource to manage a set of replicas,application,Multi
2896,replicas,The number of pods in a deployment,process,Multi
2897,rollout status,A command to check the rollout status of a deployment,command,Multi
2898,curl,A command to send an HTTP request,command,Multi
2899,httpGet,An HTTP GET request method,process,Multi
2901,port,The port number to use for an HTTP request,parameter,Multi
2902,path,The URL path to use for an HTTP request,parameter,Multi
2903,Deployments,A way to update apps declaratively,software,Multi
2904,Pods,A container that runs an application,container,Multi
2905,Readiness Probe,A mechanism to check if a pod is ready or not,process,Multi
2906,Service,An abstraction layer for accessing pods,application,Multi
2907,curl,A command-line tool for transferring data,command,Multi
2908,ReplicaSet,A controller that ensures a specified number of replicas are running,controller,Multi
2909,Deployment,A way to update apps declaratively,software,Multi
2910,maxSurge,The maximum number of new replicas that can be created at once,property,Multi
2911,maxUnavailable,The maximum number of unavailable replicas allowed during a rollout,property,Multi
2912,Deployment,A Kubernetes resource that manages the rollout of new versions of an application.,application,Multi
2913,readiness probe,A mechanism in Kubernetes that checks if a pod is ready to receive traffic.,process,Multi
2914,minReadySeconds,A property in the Deployment spec that sets the minimum time a new pod must be ready before it's considered available.,property,Multi
2915,kubectl describe deployment,A command used to display detailed information about a Deployment.,command,Multi
2918,extensions/v1beta1,An older version of Deployments that doesn't set a deadline.,version,Multi
2920,Kubernetes,Container orchestration system,software,Multi
2921,ReplicationController,Resource that controls the number of replicas of a pod,software,Multi
2922,Deployments,Resource for managing sets of pods created from the same template,software,Multi
2923,Pods,Lightweight and portable container runtime environment,container,Multi
2924,ReplicaSets,Resource that controls the number of replicas of a pod,software,Multi
2925,kubectl,Command-line tool for managing Kubernetes resources,command,Multi
2926,YAML,Human-readable serialization format,format,Multi
2927,maxSurge,Property that controls the rate of rolling update,property,Multi
2928,maxUnavailable,Property that controls the rate of rolling update,property,Multi
2929,minReadySeconds,Property that controls the readiness probe,property,Multi
2930,readiness probes,Mechanism for determining pod readiness,mechanism,Multi
2931,StatefulSets,deploying replicated stateful applications,"software,application",Multi
2932,ReplicaSet,replicating database pod,"software,application",Multi
2933,pods,"single-instance and replicated stateless pods, stateful pods utilizing persistent storage","hardware,container",Multi
2934,PersistentVolumes,providing separate storage for each instance of a replicated pod,"software,database",Multi
2935,PersistentVolumeClaim,binding PersistentVolumes to pods,"software,application",Multi
2937,ReplicaSets,API object that creates multiple pod replicas from a single pod template,software,Multi
2938,Pods,Lightweight and ephemeral compute resource,container,Multi
2939,PersistentVolumeClaim,Request for storage resources,database,Multi
2940,PersistentVolume,Storage resource provisioned by administrator,database,Multi
2941,ReplicaSet,API object that creates multiple pod replicas from a single pod template,software,Multi
2942,Pod instance,Individual instance of a pod,container,Multi
2944,API objects,Software components that interact with Kubernetes API server,software,Multi
2945,Kubernetes API server,Server that manages and schedules pods,application,Multi
2946,StatefulSets,deploying replicated stateful applications,application,Multi
2947,ReplicaSet,a way to deploy multiple instances of a pod,container,Multi
2948,PersistentVolume,shared storage volume for pods,storage,Multi
2949,Pod,the smallest unit of deployment in Kubernetes,container,Multi
2950,PVC,"Persistent Volume Claim, a request for storage resources",storage,Multi
2951,PV,"Persistent Volume, a shared storage resource",storage,Multi
2962,ReplicaSet,a Kubernetes object that ensures a specified number of replicas (identical pods) are running at any given time.,software,Multi
2963,Pod,"the basic execution unit in Kubernetes, representing a single instance of a running process.",software,Multi
2964,Service,an abstract way to expose an application running on a set of hosts as a network service.,software,Multi
2965,PVC (Persistent Volume Claim),"a request for storage resources, which can be fulfilled by a PV.",software,Multi
2966,PV (Persistent Volume),a piece of storage that has been provisioned and made available to the cluster.,hardware,Multi
2967,ReplicaSet,a Kubernetes object that ensures a specified number of replicas (identical pods) are running at any given time.,software,Multi
2968,Pod,"the basic execution unit in Kubernetes, representing a single instance of a running process.",software,Multi
2969,Service,an abstract way to expose an application running on a set of hosts as a network service.,software,Multi
2970,PVC (Persistent Volume Claim),"a request for storage resources, which can be fulfilled by a PV.",software,Multi
2971,PV (Persistent Volume),a piece of storage that has been provisioned and made available to the cluster.,hardware,Multi
2972,ReplicaSet,a Kubernetes object that ensures a specified number of replicas (identical pods) are running at any given time.,software,Multi
2973,Pod,"the basic execution unit in Kubernetes, representing a single instance of a running process.",software,Multi
2974,Service,an abstract way to expose an application running on a set of hosts as a network service.,software,Multi
2975,PVC (Persistent Volume Claim),"a request for storage resources, which can be fulfilled by a PV.",software,Multi
2976,PV (Persistent Volume),a piece of storage that has been provisioned and made available to the cluster.,hardware,Multi
2977,StatefulSets,a Kubernetes resource for running replicated stateful applications,software,Multi
2978,ReplicaSet,a Kubernetes resource for running replicas of a pod,software,Multi
2979,ReplicationController,a legacy Kubernetes resource for running replicas of a pod,software,Multi
2980,Pods,the basic execution unit in Kubernetes,software,Multi
2985,Kubernetes,an open-source container orchestration system,software,Multi
2986,StatefulSets,A Kubernetes resource that ensures pods retain their identity and state.,software,Multi
2987,pods,Containers created by a StatefulSet or ReplicaSet.,container,Multi
2988,ReplicaSet,A Kubernetes resource that creates multiple replicas of a pod.,software,Multi
2989,pod template,A specification for creating pods from a StatefulSet or ReplicaSet.,software,Multi
2990,volumes,Persistent storage attached to each pod in a StatefulSet.,storage,Multi
2991,ordinal index,A zero-based index assigned to each pod created by a StatefulSet.,process,Multi
2992,hostname,The name of the host machine running a pod.,hardware,Multi
2993,Service,A Kubernetes resource that provides network identity and DNS entries for pods.,software,Multi
2996,namespace,A scope for resources within a Kubernetes cluster.,software,Multi
2997,StatefulSets,deploying replicated stateful applications,application,Multi
2998,pods,managed by a ReplicaSet,container,Multi
2999,DNS,looking up all the StatefulSet's pods' names,network,Multi
3000,SRV records,used to discover members of a StatefulSet,database,Multi
3001,ReplicaSets,replacing lost pod instances,application,Multi
3002,StatefulSet,replaces a lost pod with a new one with the same identity,application,Multi
3003,Pod A-0,fully qualified domain name,container,Multi
3006,StatefulSets,replacing lost pod instances with a new one with the same identity,application,Multi
3007,StatefulSets,A Kubernetes object that manages stateful applications,software,Multi
3008,pod,A container running an application,container,Multi
3009,node,A machine in a cluster,hardware,Multi
3010,hostname,The name of a node or pod,network,Multi
3011,ordinal index,A unique identifier for each pod instance,process,Multi
3012,ReplicaSet,A Kubernetes object that manages replicas of an application,software,Multi
3013,scale-down,The process of reducing the number of pod instances,process,Multi
3017,replica,A copy of a data entry stored on multiple nodes,database,Multi
3018,storage,The storage space allocated to each pod instance,hardware,Multi
3019,PersistentVolumes,persistent storage for stateful pods,database,Multi
3021,StatefulSets,deploying replicated stateful applications,application,Multi
3022,pods,stateful pods that run stateful applications,container,Multi
3023,PersistentVolumeClaim,"persistent storage for a pod, created by a StatefulSet",database,Multi
3025,PersistentVolumes,"persistent storage for stateful pods, can be provisioned up-front or dynamically",database,Multi
3026,API objects,"pod and one or more PersistentVolumeClaims referenced by the pod, created when scaling up a StatefulSet",process,Multi
3028,scale-down,"decreasing the replicas field of a StatefulSet, which deletes only the pod and leaves the claims alone",process,Multi
3030,PV,PersistentVolume associated with PVC A-0,database,Multi
3031,Pod A-0,"stateful pod that runs a stateful application, associated with PVC A-0 and PV",container,Multi
3033,PV,PersistentVolume associated with PVC A-1,database,Multi
3036,PV,PersistentVolume associated with PVC A-2,database,Multi
3038,PersistentVolumeClaim,A request for storage resources in a Kubernetes cluster.,database,Multi
3039,StatefulSet,A Kubernetes resource that manages stateful applications.,application,Multi
3040,Pod,A single instance of a running application in a Kubernetes cluster.,container,Multi
3041,PersistentVolume,A storage resource in a Kubernetes cluster that can be used by multiple pods.,database,Multi
3042,ReplicaSet,A Kubernetes resource that manages the number of replicas of an application.,application,Multi
3043,Replication-Controller,A legacy Kubernetes resource that manages the number of replicas of an application.,application,Multi
3044,Kubernetes,An open-source container orchestration system.,software,Multi
3045,scale-down,The process of reducing the number of replicas in a Kubernetes resource.,process,Multi
3047,StatefulSets,a Kubernetes resource that manages a set of stateful pod instances,software,Multi
3048,ReplicaSet,a Kubernetes resource that ensures a specified number of replicas (pods) are running at any given time,software,Multi
3049,PersistentVolumeClaim,a Kubernetes resource that requests access to a persistent volume,software,Multi
3050,Pods,the basic execution unit in a Kubernetes cluster,software,Multi
3051,StatefulSet,a Kubernetes resource that manages a set of stateful pod instances with at-most-one semantics,software,Multi
3052,Kubernetes,an open-source container orchestration system,software,Multi
3053,Node,a machine in a Kubernetes cluster,hardware,Multi
3054,Pod instance,a single instance of a pod running on a node,software,Multi
3057,Container image,an image that contains the necessary code and dependencies to run an application,software,Multi
3062,os.hostname(),a function used to get the hostname of the current node,programming language,Multi
3063,StatefulSet,A Kubernetes object that manages a set of replicas with persistent storage.,application,Multi
3064,PersistentVolumes,Kubernetes objects for storing data files.,database,Multi
3065,Service,A Kubernetes object that provides a network identity and load balancing for accessing applications.,application,Multi
3066,PersistentVolumeClaim,A request for storage resources from a Persistent Volume.,database,Multi
3067,Dockerfile,A text file that contains instructions for building a Docker image.,software,Multi
3069,app.js,The main application file for the kubia-pet app.,software,Multi
3072,POST request,An HTTP request method for sending data to a server.,network,Multi
3073,GET request,An HTTP request method for retrieving data from a server.,network,Multi
3075,Minikube,A tool for running Kubernetes locally on a machine.,software,Multi
3076,Google Kubernetes Engine,A managed Kubernetes service provided by Google Cloud Platform.,application,Multi
3077,StatefulSets,deploying replicated stateful applications,application,Multi
3078,PersistentVolumes,from the persistent-volumes-gcepd.yaml file,resource,Multi
3080,PersistentVolume,"pv-a, pv-b, and pv-c",resource,Multi
3081,GCE Persistent Disk,underlying storage mechanism,hardware,Multi
3083,Service,"headless Service, which will be used to provide the network identity for your stateful pods",resource,Multi
3084,clusterIP,None,parameter,Multi
3085,StatefulSet,governing Service must be headless,application,Multi
3088,ReadWriteOnce,access mode,parameter,Multi
3089,Recycle,persistentVolumeReclaimPolicy,parameter,Multi
3090,StatefulSet,a Kubernetes resource that manages a set of replicas with persistent storage,application,Multi
3091,Service,a Kubernetes resource that provides a network identity and load balancing for accessing applications,application,Multi
3092,clusterIP,the IP address assigned to a Service by the Kubernetes cluster,network,Multi
3093,selector,a label selector used to identify pods belonging to a Service or StatefulSet,application,Multi
3094,app,a label key used to identify pods belonging to a Service or StatefulSet,application,Multi
3095,ports,the ports exposed by a container or pod,container,Multi
3096,http,the HTTP port exposed by the kubia container,container,Multi
3097,replicas,the number of replicas in a StatefulSet or Deployment,application,Multi
3098,template,a template used to create pods in a StatefulSet or Deployment,application,Multi
3099,metadata,"metadata associated with a Kubernetes resource, such as labels and annotations",application,Multi
3100,labels,key-value pairs that provide additional information about a pod or container,container,Multi
3102,PersistentVolumeClaim,a request for storage resources from the Kubernetes cluster,database,Multi
3103,pod,"the basic execution unit in Kubernetes, consisting of one or more containers",container,Multi
3104,containerPort,the port exposed by a container within a pod,container,Multi
3105,volumeMounts,the volumes mounted by a container within a pod,container,Multi
3106,mountPath,the path where a volume is mounted within a container or pod,container,Multi
3107,StatefulSets,deploying replicated stateful applications,application,Multi
3108,pod template,template for creating pods,container,Multi
3109,volume,persistent storage for a pod,storage,Multi
3110,claim,request for persistent storage,storage,Multi
3111,StatefulSet,a Kubernetes resource for deploying stateful applications,application,Multi
3114,$ kubectl get po,command to list pods,command,Multi
3115,pod,a running instance of a container,container,Multi
3116,ReplicationController,a Kubernetes resource for deploying replicated applications,application,Multi
3117,ReplicaSet,a Kubernetes resource for deploying replicated applications,application,Multi
3119,apiVersion,header for a Kubernetes API request,header,Multi
3120,kind,type of Kubernetes resource,resource,Multi
3121,metadata,metadata for a Kubernetes resource,resource,Multi
3122,spec,specification for a Kubernetes resource,resource,Multi
3123,StatefulSet,A Kubernetes resource that manages a set of replicas with persistent storage.,software,Multi
3124,volumeMounts,A field in the StatefulSet manifest that specifies where to mount volumes.,software,Multi
3126,/var/run/secrets/kubernetes.io/serviceaccount,The mount path for the service account secrets.,hardware,Multi
3127,data,A PersistentVolumeClaim that provides persistent storage for the StatefulSet.,software,Multi
3129,kubectl,A command-line tool for interacting with Kubernetes clusters.,software,Multi
3131,pvc,PersistentVolumeClaim objects that provide persistent storage for pods.,software,Multi
3135,nodes,Physical machines in a Kubernetes cluster that run pods.,hardware,Multi
3136,Service,A Kubernetes resource that provides network access to a set of pods.,software,Multi
3137,pod,A lightweight and ephemeral container that runs an application.,software,Multi
3138,API server,The central component of the Kubernetes control plane that manages cluster state.,software,Multi
3140,kubectl proxy,A command-line tool that provides a simple HTTP proxy for accessing pods through the API server.,software,Multi
3141,StatefulSets,a Kubernetes feature for deploying replicated stateful applications,software,Multi
3142,API server,the central component of a Kubernetes cluster that manages the entire cluster lifecycle,software,Multi
3143,kubectl proxy,a command-line tool for running a local proxy to the API server,software,Multi
3144,curl,a command-line tool for transferring data with URL syntax,software,Multi
3145,GET request,a type of HTTP request used to retrieve data from a server,protocol,Multi
3146,POST request,a type of HTTP request used to send data to a server,protocol,Multi
3147,localhost:8001,the URL for accessing the API server through the kubectl proxy,network,Multi
3150,namespaces,a way to group resources in a Kubernetes cluster,software,Multi
3153,StatefulSet,A Kubernetes StatefulSet is used to manage stateful applications.,software,Multi
3154,pod,A pod is a logical host for one or more containers.,container,Multi
3155,kubectl,The command-line tool for running commands against Kubernetes clusters.,command,Multi
3156,curl,A command-line tool for transferring data to and from a web server.,command,Multi
3157,GET request,An HTTP request method used to retrieve data from a server.,protocol,Multi
3158,StatefulSet,A Kubernetes StatefulSet is used to manage stateful applications.,software,Multi
3159,kubia-0,The name of the first pod in the cluster.,container,Multi
3160,kubia-1,The name of the second pod in the cluster.,container,Multi
3164,storage,The persistent storage used by the StatefulSet pods.,hardware,Multi
3165,Minikube,A tool for running Kubernetes locally on a single node.,software,Multi
3166,StatefulSet,a Kubernetes resource that manages replicated stateful applications,application,Multi
3167,pod,a container running an application,container,Multi
3168,hostname,the name of a computer or device on a network,hardware,Multi
3170,StatefulSet,a Kubernetes resource that manages replicated stateful applications,application,Multi
3171,pod,a container running an application,container,Multi
3172,PersistentVolumeClaims,requests for storage resources,database,Multi
3173,Service,an abstraction which defines a logical set of network endpoints,application,Multi
3174,kubia-0,a pod name,container,Multi
3175,kubia-1,a pod name,container,Multi
3177,node,a machine or device on a network,hardware,Multi
3178,StatefulSet,"a Kubernetes resource that manages a set of identical, stateful pods",application,Multi
3179,Service,a Kubernetes resource that provides a network identity and load balancing for accessing applications,application,Multi
3181,NodePort Service,a type of Service that exposes a port on each node in the cluster,application,Multi
3182,LoadBalancer Service,a type of Service that provides load balancing and access to an application from outside the cluster,application,Multi
3183,kubectl proxy,a feature provided by the Kubernetes API server for accessing services and pods within the cluster,command,Multi
3184,curl,a command-line tool for transferring data to and from a web server,command,Multi
3185,API Server,the central component of the Kubernetes control plane that provides an interface for accessing cluster resources,application,Multi
3186,Namespace,a logical grouping of resources within a Kubernetes cluster,application,Multi
3187,Pod,"the basic execution unit in a Kubernetes cluster, representing a running instance of an application",application,Multi
3190,DNS,"Domain Name System, used for resolving domain names to IP addresses.",network,Multi
3192,CNAME record,Used to map one domain name to another.,network,Multi
3195,kubectl run,A command used to create a new pod and run a command inside it.,command,Multi
3197,StatefulSet,A Kubernetes resource used to deploy stateful applications.,application,Multi
3198,headless service,A type of Kubernetes service that does not have an IP address assigned to it.,application,Multi
3199,Node.js,A JavaScript runtime environment used for server-side programming.,software,Multi
3201,StatefulSet,A Kubernetes resource that manages stateful applications,application,Multi
3202,DNS,A protocol for resolving hostnames to IP addresses,network,Multi
3203,SRV records,A type of DNS record that specifies a service and its associated port,network,Multi
3204,kubia-0,A pod in a Kubernetes cluster,container,Multi
3205,kubia-1,A pod in a Kubernetes cluster,container,Multi
3207,Service,A Kubernetes resource that provides a network interface for accessing applications,application,Multi
3212,handler,A function in the kubia-pet-peers-image/app.js file that handles incoming requests,application,Multi
3216,StatefulSets,deploying replicated stateful applications,software,Multi
3218,httpGet,making an HTTP GET request,javascript,Multi
3220,host,"property of requestOptions object, specifying the host to connect to",javascript,Multi
3221,port,"property of requestOptions object, specifying the port to use",javascript,Multi
3222,path,"property of requestOptions object, specifying the path to request",javascript,Multi
3226,response.end,method for ending a response object,javascript,Multi
3228,StatefulSet,"resource in Kubernetes, managing stateful applications",software,Multi
3229,pod template,template for creating pods in a StatefulSet,software,Multi
3230,replica count,number of replicas to maintain in a StatefulSet,software,Multi
3231,SRV records,"DNS resource records, used for service discovery",network,Multi
3233,curl,command-line tool for making HTTP requests,software,Multi
3234,StatefulSet,A Kubernetes resource that manages a set of replicas with persistent identities.,application,Multi
3235,kubectl edit,A command used to update a StatefulSet by editing its definition in the default editor.,command,Multi
3236,patch,An option for updating a StatefulSet using a patch file.,command,Multi
3237,spec.replicas,A field in the StatefulSet definition that specifies the number of replicas to run.,field,Multi
3239,kubectl get po,A command used to list all pods in a cluster.,command,Multi
3240,pod,A Kubernetes resource that represents a running container.,application,Multi
3242,curl,A command used to send HTTP requests to a server.,command,Multi
3247,StatefulSets,deploying replicated stateful applications,application,Multi
3248,Kubernetes,cluster management system,software,Multi
3249,curl,command-line tool for transferring data,command,Multi
3254,StatefulSet,guarantees that there will never be two pods running with the same identity and storage,application,Multi
3255,Kubelet,component responsible for node management,software,Multi
3256,node,cluster node,hardware,Multi
3257,eth0,network interface,hardware,Multi
3258,Google Kubernetes Engine,cloud-based Kubernetes service,software,Multi
3259,ssh,command-line tool for secure shell access,command,Multi
3260,gcloud,command-line tool for Google Cloud Platform management,command,Multi
3261,StatefulSets,A Kubernetes resource that manages stateful applications.,software,Multi
3264,Kubelet,A Kubernetes component that runs on each node and is responsible for managing the node's pods.,software,Multi
3265,Kubernetes API server,The central component of a Kubernetes cluster that manages all resources and provides an interface to interact with them.,software,Multi
3268,$ kubectl get po,A Kubernetes command that lists all pods in the cluster.,command,Multi
3269,pod,A lightweight and portable container that runs a single instance of an application.,software,Multi
3272,Kubelet,A Kubernetes component that runs on each node and is responsible for managing the node's pods.,software,Multi
3273,kubectl,command-line tool for interacting with Kubernetes clusters,software,Multi
3274,describe,"kubectl command to display detailed information about a pod, service, or other Kubernetes resource",software,Multi
3275,po,short form of 'pod' in kubectl commands,software,Multi
3276,kubia-0,name of the pod being examined,application,Multi
3277,StatefulSets,Kubernetes feature for deploying replicated stateful applications,software,Multi
3278,pod,"basic execution unit in Kubernetes, similar to a container",container,Multi
3279,node,physical or virtual machine running a Kubernetes cluster,hardware,Multi
3283,kubectl delete,command to delete a pod or other Kubernetes resource,software,Multi
3285,kubectl get po,command to list all pods in a Kubernetes cluster,software,Multi
3286,NAME,column header for pod names in kubectl output,output,Multi
3287,READY,column header for pod readiness status in kubectl output,output,Multi
3288,STATUS,column header for pod status in kubectl output,output,Multi
3289,RESTARTS,column header for number of restarts in kubectl output,output,Multi
3290,AGE,column header for age of pods in kubectl output,output,Multi
3291,Pod,A pod is a logical host for one or more application containers.,container,Multi
3292,Kubelet,The Kubelet is an agent that runs on each node in the cluster and is responsible for running pods.,process,Multi
3293,API server,The API server is a component of the Kubernetes control plane that provides a RESTful interface to the cluster.,application,Multi
3294,kubectl,kubectl is a command-line tool for interacting with the Kubernetes API server.,command,Multi
3297,StatefulSet,A StatefulSet is a Kubernetes resource that manages stateful applications.,application,Multi
3298,Service,A Service is a Kubernetes resource that provides a network identity and load balancing for accessing an application.,application,Multi
3299,DNS,DNS (Domain Name System) is a system for translating domain names to IP addresses.,network,Multi
3300,node,A node is a physical or virtual machine that runs the Kubernetes control plane and/or worker nodes.,hardware,Multi
3302,gcloud,gcloud is a command-line tool for interacting with the Google Cloud API.,command,Multi
3303,StatefulSets,deploying replicated stateful applications,software,Multi
3304,Kubernetes,run and manage apps,software,Multi
3305,pods,stateful pods,container,Multi
3307,delete,forcibly delete stateful pods,process,Multi
3308,Kubernetes,Container orchestration system,software,Multi
3309,Pod,Lightweight and portable container,container,Multi
3310,Controller Manager,Component responsible for running controllers,process,Multi
3316,Kubernetes Control Plane,The part of a Kubernetes cluster that controls and makes the whole cluster function.,application,Multi
3317,worker nodes,The parts of a Kubernetes cluster where application containers run.,hardware,Multi
3319,API server,A component that handles incoming requests to the Kubernetes API.,application,Multi
3320,Scheduler,A component that schedules containers to run on worker nodes.,process,Multi
3321,Controller Manager,A component that manages the state of the cluster and ensures it is in a desired state.,application,Multi
3322,Kubelet,A component that runs on each worker node and is responsible for running containers.,process,Multi
3326,Dashboard,A web-based interface for managing and monitoring a Kubernetes cluster.,application,Multi
3327,Ingress controller,A component that provides ingress routing for services running in the cluster.,application,Multi
3328,Heapster,A component that provides monitoring and logging capabilities for a Kubernetes cluster.,application,Multi
3330,Kubernetes,Container orchestration system,software,Multi
3331,API server,Central component that communicates with etcd and other components,software,Multi
3332,etcd,Distributed key-value store used for cluster state management,database,Multi
3333,Kubelet,"Agent running on each worker node, responsible for container execution",process,Multi
3334,Scheduler,Component that schedules containers to run on nodes,software,Multi
3335,Controller Manager,Component that manages the state of the cluster,software,Multi
3336,kubectl,Command-line tool for interacting with Kubernetes clusters,command,Multi
3338,exec,kubectl command to run a command in a container,command,Multi
3339,port-forward,kubectl command to forward ports from a container to the host machine,command,Multi
3341,Control Plane,"Components responsible for managing the cluster state, including API server, Scheduler, and Controller Manager",application,Multi
3343,kube-proxy,Component responsible for routing traffic to containers,software,Multi
3344,Control Plane,A set of components that manage the Kubernetes cluster.,application,Multi
3345,etcd,A distributed key-value store used by Kubernetes for persistent storage.,database,Multi
3346,API server,The primary interface for interacting with the Kubernetes cluster.,application,Multi
3347,Scheduler,Responsible for scheduling pods on nodes in the cluster.,process,Multi
3348,Controller Manager,"Manages the lifecycle of controllers, such as ReplicaSets and Deployments.",process,Multi
3349,kube-proxy,A network proxy that provides load balancing and networking services for pods.,application,Multi
3350,Kubelet,The agent responsible for running containers on nodes in the cluster.,process,Multi
3351,Pod,A logical host that runs one or more containers.,container,Multi
3352,ReplicationController,Ensures a specified number of replicas of a pod are running at any given time.,application,Multi
3353,Service,Provides a network identity and load balancing for accessing applications in the cluster.,application,Multi
3354,Secrets,"Stores sensitive information, such as passwords or API keys.",database,Multi
3355,Flannel,Provides an overlay network for pods in the cluster.,application,Multi
3356,kubectl,The command-line interface for interacting with the Kubernetes cluster.,command,Multi
3357,kubeadm,A tool for initializing and joining nodes to a Kubernetes cluster.,application,Multi
3358,etcd,"a fast, distributed, and consistent key-value store",database,Multi
3359,Kubernetes API server,the only component that talks to etcd directly,application,Multi
3363,etcdctl,a command-line tool for interacting with etcd,command,Multi
3365,configmaps,a type of resource stored in etcd under /registry/configmaps,resource,Multi
3368,events,a type of resource stored in etcd under /registry/events,resource,Multi
3369,namespaces,a type of resource stored in etcd under /registry/namespaces,resource,Multi
3370,pods,a type of resource stored in etcd under /registry/pods,resource,Multi
3371,Kubernetes,Container orchestration system,software,Multi
3372,etcd,Distributed key-value store,database,Multi
3373,API server,Component that exposes the Kubernetes API,application,Multi
3374,Control Plane,Components that manage the cluster state,process,Multi
3375,Pods,Lightweight and portable container,container,Multi
3376,Namespaces,Logical isolation of resources within a cluster,application,Multi
3377,Secrets,Sensitive information stored in encrypted form,database,Multi
3378,JSON,Data format for storing resource definitions,data format,Multi
3379,etcdctl,Command-line tool for interacting with etcd,command,Multi
3383,v1,API version for pod resource definition,data format,Multi
3384,Kubernetes,Container orchestration system,software,Multi
3385,API server,Centralized entry point for all cluster state updates,software,Multi
3386,etcd,Distributed key-value store used by Kubernetes for storing cluster state,software,Multi
3389,clients,Applications or services that connect to an etcd cluster to read or write data,application,Multi
3392,etcd,a distributed key-value store that serves as a central component for storing and managing cluster state,database,Multi
3393,Kubernetes API server,"the central component used by all other components and clients, providing a CRUD interface over a RESTful API",application,Multi
3394,kubectl,a command-line tool that interacts with the Kubernetes API server through HTTP requests,client,Multi
3396,etcd cluster,a group of etcd instances working together to store and manage cluster state,database,Multi
3400,admission control plugin,a component that validates and enforces admission rules for resources created through the Kubernetes API server,application,Multi
3404,API Server,The server that handles incoming requests and authenticates clients.,Software,Multi
3409,User,The person or entity that is sending the request.,Application,Multi
